id,ACTION
1385,0.943349
1386,0.943866
1387,0.942389
1388,0.944079
1389,0.943384
1390,0.944232
1391,0.925880
1392,0.943866
1393,0.944260
1394,0.944188
1395,0.943231
1396,0.944232
1397,0.944260
1398,0.944079
1399,0.943866
1400,0.944079
1401,0.943866
1402,0.944232
1403,0.944188
1404,0.944079
1405,0.944079
1406,0.943866
1407,0.944079
1408,0.944079
1409,0.942389
1410,0.943975
1411,0.943349
1412,0.944079
1413,0.915781
1414,0.938744
1415,0.944079
1416,0.943866
1417,0.943108
1418,0.943384
1419,0.944079
1420,0.944260
1421,0.943866
1422,0.943231
1423,0.933221
1424,0.944079
1425,0.943804
1426,0.943555
1427,0.943975
1428,0.943866
1429,0.929074
1430,0.943136
1431,0.943866
1432,0.944254
1433,0.918346
1434,0.930960
1435,0.944079
1436,0.942759
1437,0.943199
1438,0.943866
1439,0.944232
1440,0.942389
1441,0.935929
1442,0.944260
1443,0.943384
1444,0.943866
1445,0.944079
1446,0.944901
1447,0.943349
1448,0.943975
1449,0.944260
1450,0.919297
1451,0.936020
1452,0.943866
1453,0.944053
1454,0.943866
1455,0.944260
1456,0.942228
1457,0.943866
1458,0.944079
1459,0.944079
1460,0.943866
1461,0.944232
1462,0.920690
1463,0.943384
1464,0.930008
1465,0.944079
1466,0.944079
1467,0.944079
1468,0.941626
1469,0.944079
1470,0.943866
1471,0.944232
1472,0.943136
1473,0.935929
1474,0.944907
1475,0.944389
1476,0.944260
1477,0.943199
1478,0.944079
1479,0.943766
1480,0.944079
1481,0.943766
1482,0.942997
1483,0.922690
1484,0.942389
1485,0.943975
1486,0.944079
1487,0.943567
1488,0.942997
1489,0.944188
1490,0.942997
1491,0.944901
1492,0.942389
1493,0.943627
1494,0.942781
1495,0.944079
1496,0.944079
1497,0.943231
1498,0.944079
1499,0.942997
1500,0.944232
1501,0.944079
1502,0.943169
1503,0.944079
1504,0.943866
1505,0.944079
1506,0.943349
1507,0.944079
1508,0.942235
1509,0.943412
1510,0.944232
1511,0.943866
1512,0.943169
1513,0.943975
1514,0.943169
1515,0.932763
1516,0.943231
1517,0.940563
1518,0.943349
1519,0.943766
1520,0.943866
1521,0.942117
1522,0.944079
1523,0.944079
1524,0.943231
1525,0.944260
1526,0.944232
1527,0.943136
1528,0.942389
1529,0.942389
1530,0.944260
1531,0.944079
1532,0.944079
1533,0.944079
1534,0.944079
1535,0.944901
1536,0.944079
1537,0.944079
1538,0.944079
1539,0.943349
1540,0.944260
1541,0.944079
1542,0.943866
1543,0.944079
1544,0.944079
1545,0.945107
1546,0.944079
1547,0.941724
1548,0.943866
1549,0.944079
1550,0.943975
1551,0.944260
1552,0.943866
1553,0.944232
1554,0.943231
1555,0.943199
1556,0.943555
1557,0.943349
1558,0.944079
1559,0.944079
1560,0.942997
1561,0.944048
1562,0.944344
1563,0.932931
1564,0.944020
1565,0.943866
1566,0.943323
1567,0.943866
1568,0.943899
1569,0.942988
1570,0.940420
1571,0.944079
1572,0.944079
1573,0.920772
1574,0.944079
1575,0.942389
1576,0.944188
1577,0.943866
1578,0.943899
1579,0.944389
1580,0.944079
1581,0.944901
1582,0.944079
1583,0.944079
1584,0.943866
1585,0.944260
1586,0.944079
1587,0.942248
1588,0.938182
1589,0.944232
1590,0.944079
1591,0.934314
1592,0.944596
1593,0.942997
1594,0.943866
1595,0.898394
1596,0.944079
1597,0.944232
1598,0.944079
1599,0.868816
1600,0.944232
1601,0.942997
1602,0.944079
1603,0.943349
1604,0.943975
1605,0.944079
1606,0.944232
1607,0.919580
1608,0.933685
1609,0.937080
1610,0.933496
1611,0.944079
1612,0.944079
1613,0.944232
1614,0.943199
1615,0.944260
1616,0.943349
1617,0.933685
1618,0.944079
1619,0.943866
1620,0.944449
1621,0.943866
1622,0.935929
1623,0.944079
1624,0.941481
1625,0.944079
1626,0.944079
1627,0.924865
1628,0.938481
1629,0.944260
1630,0.944079
1631,0.944079
1632,0.944188
1633,0.942997
1634,0.944020
1635,0.943866
1636,0.944171
1637,0.940492
1638,0.943975
1639,0.943899
1640,0.943866
1641,0.943866
1642,0.944079
1643,0.943866
1644,0.943349
1645,0.918087
1646,0.943866
1647,0.943231
1648,0.944079
1649,0.943866
1650,0.943136
1651,0.941055
1652,0.944079
1653,0.944079
1654,0.944020
1655,0.943866
1656,0.944188
1657,0.942389
1658,0.943975
1659,0.942997
1660,0.944048
1661,0.944232
1662,0.943866
1663,0.944079
1664,0.944079
1665,0.944079
1666,0.944079
1667,0.931779
1668,0.944020
1669,0.944079
1670,0.944079
1671,0.942997
1672,0.943384
1673,0.943349
1674,0.943866
1675,0.931037
1676,0.944079
1677,0.943866
1678,0.943866
1679,0.943866
1680,0.942997
1681,0.943866
1682,0.943412
1683,0.943866
1684,0.943108
1685,0.943866
1686,0.944260
1687,0.944079
1688,0.944188
1689,0.943335
1690,0.943349
1691,0.944260
1692,0.944232
1693,0.942997
1694,0.944232
1695,0.944020
1696,0.944079
1697,0.944079
1698,0.939151
1699,0.944367
1700,0.944232
1701,0.941337
1702,0.944079
1703,0.943555
1704,0.943349
1705,0.943231
1706,0.933496
1707,0.944232
1708,0.942117
1709,0.944079
1710,0.945123
1711,0.941982
1712,0.943866
1713,0.935354
1714,0.942389
1715,0.943243
1716,0.944020
1717,0.942997
1718,0.908850
1719,0.943136
1720,0.944079
1721,0.944188
1722,0.942997
1723,0.943169
1724,0.944079
1725,0.944079
1726,0.944079
1727,0.944260
1728,0.944048
1729,0.943774
1730,0.943136
1731,0.943136
1732,0.943627
1733,0.944079
1734,0.942759
1735,0.943866
1736,0.938706
1737,0.943975
1738,0.943169
1739,0.944260
1740,0.944079
1741,0.943975
1742,0.944232
1743,0.944048
1744,0.943136
1745,0.944079
1746,0.943340
1747,0.944079
1748,0.944079
1749,0.943866
1750,0.943567
1751,0.942389
1752,0.944079
1753,0.944260
1754,0.944232
1755,0.944079
1756,0.943340
1757,0.944188
1758,0.943412
1759,0.944188
1760,0.943866
1761,0.944048
1762,0.942259
1763,0.944079
1764,0.944079
1765,0.943567
1766,0.941724
1767,0.943136
1768,0.914173
1769,0.931334
1770,0.942686
1771,0.944079
1772,0.944079
1773,0.941330
1774,0.944079
1775,0.944232
1776,0.944232
1777,0.944079
1778,0.943866
1779,0.944188
1780,0.943349
1781,0.943645
1782,0.918020
1783,0.942997
1784,0.943349
1785,0.943975
1786,0.944079
1787,0.939207
1788,0.938260
1789,0.944019
1790,0.943866
1791,0.943349
1792,0.944079
1793,0.943866
1794,0.939937
1795,0.943975
1796,0.943866
1797,0.942501
1798,0.944079
1799,0.944079
1800,0.943349
1801,0.944048
1802,0.944188
1803,0.944079
1804,0.944260
1805,0.943349
1806,0.943349
1807,0.943866
1808,0.944232
1809,0.944079
1810,0.943349
1811,0.944079
1812,0.942997
1813,0.933615
1814,0.942722
1815,0.943766
1816,0.942389
1817,0.943412
1818,0.944079
1819,0.921564
1820,0.944188
1821,0.943349
1822,0.944260
1823,0.943866
1824,0.939940
1825,0.943866
1826,0.943866
1827,0.944079
1828,0.943231
1829,0.944079
1830,0.941543
1831,0.944359
1832,0.944020
1833,0.942880
1834,0.940762
1835,0.930271
1836,0.944079
1837,0.944188
1838,0.944260
1839,0.944079
1840,0.943866
1841,0.944232
1842,0.943975
1843,0.944232
1844,0.944232
1845,0.943975
1846,0.939141
1847,0.943349
1848,0.943231
1849,0.929511
1850,0.943866
1851,0.944079
1852,0.943866
1853,0.941869
1854,0.943136
1855,0.943447
1856,0.944079
1857,0.944079
1858,0.910915
1859,0.944466
1860,0.944260
1861,0.934595
1862,0.944901
1863,0.943349
1864,0.941546
1865,0.943349
1866,0.944079
1867,0.942997
1868,0.944079
1869,0.943866
1870,0.943349
1871,0.944188
1872,0.944079
1873,0.937680
